"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab3/Rnd\7859.text","lab3\Rnd\7859.text","1"
"D:/PPLabs/lab3/Rnd\6609.text","lab3\Rnd\6609.text","1"
"D:/PPLabs/lab3/Rnd\7713.text","lab3\Rnd\7713.text","1"
"D:/PPLabs/lab3/Rnd\1463.text","lab3\Rnd\1463.text","1"
"D:/PPLabs/lab3/Rnd\7404.text","lab3\Rnd\7404.text","1"
"D:/PPLabs/lab3/Rnd\2267.text","lab3\Rnd\2267.text","1"
"D:/PPLabs/lab3/Rnd\9455.text","lab3\Rnd\9455.text","1"
"D:/PPLabs/lab3/Rnd\8977.text","lab3\Rnd\8977.text","1"
"D:/PPLabs/lab3/Rnd\8086.text","lab3\Rnd\8086.text","1"
"D:/PPLabs/lab3/Rnd\9288.text","lab3\Rnd\9288.text","1"
"D:/PPLabs/lab3/Rnd\5855.text","lab3\Rnd\5855.text","1"
"D:/PPLabs/lab3/Rnd\286.text","lab3\Rnd\286.text","1"
"D:/PPLabs/lab3/Rnd\1249.text","lab3\Rnd\1249.text","1"
"D:/PPLabs/lab3/Rnd\129.text","lab3\Rnd\129.text","1"
"D:/PPLabs/lab3/Rnd\7230.text","lab3\Rnd\7230.text","1"
"D:/PPLabs/lab3/Rnd\7923.text","lab3\Rnd\7923.text","1"
"D:/PPLabs/lab3/Rnd\2033.text","lab3\Rnd\2033.text","1"
"D:/PPLabs/lab3/Rnd\8520.text","lab3\Rnd\8520.text","1"
"D:/PPLabs/lab3/Rnd\6193.text","lab3\Rnd\6193.text","1"
"D:/PPLabs/lab3/Rnd\1868.text","lab3\Rnd\1868.text","1"
"D:/PPLabs/lab3/Rnd\2954.text","lab3\Rnd\2954.text","1"
"D:/PPLabs/lab3/Rnd\4651.text","lab3\Rnd\4651.text","1"
"D:/PPLabs/lab3/Rnd\5977.text","lab3\Rnd\5977.text","1"
"D:/PPLabs/lab3/Rnd\9092.text","lab3\Rnd\9092.text","1"
"D:/PPLabs/lab3/Rnd\506.text","lab3\Rnd\506.text","1"
"D:/PPLabs/lab3/Rnd\125.text","lab3\Rnd\125.text","1"
"D:/PPLabs/lab3/Rnd\5341.text","lab3\Rnd\5341.text","1"
"D:/PPLabs/lab3/Rnd\1969.text","lab3\Rnd\1969.text","1"
"D:/PPLabs/lab3/Rnd\8671.text","lab3\Rnd\8671.text","1"
"D:/PPLabs/lab3/Rnd\2024.text","lab3\Rnd\2024.text","1"
"D:/PPLabs/lab3/Rnd\6513.text","lab3\Rnd\6513.text","1"
"D:/PPLabs/lab3/Rnd\6563.text","lab3\Rnd\6563.text","1"
"D:/PPLabs/lab3/Rnd\7437.text","lab3\Rnd\7437.text","1"
"D:/PPLabs/lab3/Rnd\5710.text","lab3\Rnd\5710.text","1"
"D:/PPLabs/lab3/Rnd\5813.text","lab3\Rnd\5813.text","1"
"D:/PPLabs/lab3/Rnd\8768.text","lab3\Rnd\8768.text","1"
"D:/PPLabs/lab3/Rnd\9006.text","lab3\Rnd\9006.text","1"
"D:/PPLabs/lab3/Rnd\5597.text","lab3\Rnd\5597.text","1"
"D:/PPLabs/lab3/Rnd\5672.text","lab3\Rnd\5672.text","1"
"D:/PPLabs/lab3/Rnd\2387.text","lab3\Rnd\2387.text","1"
"D:/PPLabs/lab3/Rnd\200.text","lab3\Rnd\200.text","1"
"D:/PPLabs/lab3/Rnd\748.text","lab3\Rnd\748.text","1"
"D:/PPLabs/lab3/Rnd\1185.text","lab3\Rnd\1185.text","1"
"D:/PPLabs/lab3/Rnd\9034.text","lab3\Rnd\9034.text","1"
"D:/PPLabs/lab3/Rnd\1486.text","lab3\Rnd\1486.text","1"
"D:/PPLabs/lab3/Rnd\6156.text","lab3\Rnd\6156.text","1"
"D:/PPLabs/lab3/Rnd\1681.text","lab3\Rnd\1681.text","1"
"D:/PPLabs/lab3/Rnd\2537.text","lab3\Rnd\2537.text","1"
"D:/PPLabs/lab3/Rnd\242.text","lab3\Rnd\242.text","1"
"D:/PPLabs/lab3/Rnd\5564.text","lab3\Rnd\5564.text","1"
"D:/PPLabs/lab3/Rnd\4177.text","lab3\Rnd\4177.text","1"
"D:/PPLabs/lab3/Rnd\5199.text","lab3\Rnd\5199.text","1"
"D:/PPLabs/lab3/Rnd\9822.text","lab3\Rnd\9822.text","1"
"D:/PPLabs/lab3/Rnd\8557.text","lab3\Rnd\8557.text","1"
"D:/PPLabs/lab3/Rnd\1418.text","lab3\Rnd\1418.text","1"
"D:/PPLabs/lab3/Rnd\9296.text","lab3\Rnd\9296.text","1"
"D:/PPLabs/lab3/Rnd\4812.text","lab3\Rnd\4812.text","1"
"D:/PPLabs/lab3/Rnd\166.text","lab3\Rnd\166.text","1"
"D:/PPLabs/lab3/Rnd\4866.text","lab3\Rnd\4866.text","1"
"D:/PPLabs/lab3/Rnd\6532.text","lab3\Rnd\6532.text","1"
"D:/PPLabs/lab3/Rnd\7051.text","lab3\Rnd\7051.text","1"
"D:/PPLabs/lab3/Rnd\1872.text","lab3\Rnd\1872.text","1"
"D:/PPLabs/lab3/Rnd\7724.text","lab3\Rnd\7724.text","1"
"D:/PPLabs/lab3/Rnd\2503.text","lab3\Rnd\2503.text","1"
"D:/PPLabs/lab3/Rnd\4224.text","lab3\Rnd\4224.text","1"
"D:/PPLabs/lab3/Rnd\1312.text","lab3\Rnd\1312.text","1"
"D:/PPLabs/lab3/Rnd\558.text","lab3\Rnd\558.text","1"
"D:/PPLabs/lab3/Rnd\3598.text","lab3\Rnd\3598.text","1"
"D:/PPLabs/lab3/Rnd\5644.text","lab3\Rnd\5644.text","1"
"D:/PPLabs/lab3/Rnd\7432.text","lab3\Rnd\7432.text","1"
"D:/PPLabs/lab3/Rnd\5457.text","lab3\Rnd\5457.text","1"
"D:/PPLabs/lab3/Rnd\2923.text","lab3\Rnd\2923.text","1"
"D:/PPLabs/lab3/Rnd\8847.text","lab3\Rnd\8847.text","1"
"D:/PPLabs/lab3/Rnd\2308.text","lab3\Rnd\2308.text","1"
"D:/PPLabs/lab3/Rnd\9307.text","lab3\Rnd\9307.text","1"
"D:/PPLabs/lab3/Rnd\300.text","lab3\Rnd\300.text","1"
"D:/PPLabs/lab3/Rnd\6426.text","lab3\Rnd\6426.text","1"
"D:/PPLabs/lab3/Rnd\8516.text","lab3\Rnd\8516.text","1"
"D:/PPLabs/lab3/Rnd\2230.text","lab3\Rnd\2230.text","1"
"D:/PPLabs/lab3/Rnd\6561.text","lab3\Rnd\6561.text","1"
"D:/PPLabs/lab3/Rnd\2776.text","lab3\Rnd\2776.text","1"
"D:/PPLabs/lab3/Rnd\7823.text","lab3\Rnd\7823.text","1"
"D:/PPLabs/lab3/Rnd\9840.text","lab3\Rnd\9840.text","1"
"D:/PPLabs/lab3/Rnd\1701.text","lab3\Rnd\1701.text","1"
"D:/PPLabs/lab3/Rnd\8402.text","lab3\Rnd\8402.text","1"
"D:/PPLabs/lab3/Rnd\4590.text","lab3\Rnd\4590.text","1"
"D:/PPLabs/lab3/Rnd\4164.text","lab3\Rnd\4164.text","1"
"D:/PPLabs/lab3/Rnd\1897.text","lab3\Rnd\1897.text","1"
"D:/PPLabs/lab3/Rnd\4075.text","lab3\Rnd\4075.text","1"
"D:/PPLabs/lab3/Rnd\8945.text","lab3\Rnd\8945.text","1"
"D:/PPLabs/lab3/Rnd\9523.text","lab3\Rnd\9523.text","1"
"D:/PPLabs/lab3/Rnd\7453.text","lab3\Rnd\7453.text","1"
"D:/PPLabs/lab3/Rnd\6111.text","lab3\Rnd\6111.text","1"
"D:/PPLabs/lab3/Rnd\5505.text","lab3\Rnd\5505.text","1"
"D:/PPLabs/lab3/Rnd\6669.text","lab3\Rnd\6669.text","1"
"D:/PPLabs/lab3/Rnd\2973.text","lab3\Rnd\2973.text","1"
"D:/PPLabs/lab3/Rnd\9601.text","lab3\Rnd\9601.text","1"
"D:/PPLabs/lab3/Rnd\7717.text","lab3\Rnd\7717.text","1"
"D:/PPLabs/lab3/Rnd\1812.text","lab3\Rnd\1812.text","1"
"D:/PPLabs/lab3/Rnd\6366.text","lab3\Rnd\6366.text","1"
"D:/PPLabs/lab3/Rnd\9700.text","lab3\Rnd\9700.text","1"
"D:/PPLabs/lab3/Rnd\8939.text","lab3\Rnd\8939.text","1"
"D:/PPLabs/lab3/Rnd\2940.text","lab3\Rnd\2940.text","1"
"D:/PPLabs/lab3/Rnd\5333.text","lab3\Rnd\5333.text","1"
"D:/PPLabs/lab3/Rnd\1557.text","lab3\Rnd\1557.text","1"
"D:/PPLabs/lab3/Rnd\4965.text","lab3\Rnd\4965.text","1"
"D:/PPLabs/lab3/Rnd\764.text","lab3\Rnd\764.text","1"
"D:/PPLabs/lab3/Rnd\2209.text","lab3\Rnd\2209.text","1"
"D:/PPLabs/lab3/Rnd\1042.text","lab3\Rnd\1042.text","1"
"D:/PPLabs/lab3/Rnd\8242.text","lab3\Rnd\8242.text","1"
"D:/PPLabs/lab3/Rnd\4553.text","lab3\Rnd\4553.text","1"
"D:/PPLabs/lab3/Rnd\87.text","lab3\Rnd\87.text","1"
"D:/PPLabs/lab3/Rnd\617.text","lab3\Rnd\617.text","1"
"D:/PPLabs/lab3/Rnd\4890.text","lab3\Rnd\4890.text","1"
"D:/PPLabs/lab3/Rnd\3853.text","lab3\Rnd\3853.text","1"
"D:/PPLabs/lab3/Rnd\6517.text","lab3\Rnd\6517.text","1"
"D:/PPLabs/lab3/Rnd\7750.text","lab3\Rnd\7750.text","1"
"D:/PPLabs/lab3/Rnd\1648.text","lab3\Rnd\1648.text","1"
"D:/PPLabs/lab3/Rnd\2403.text","lab3\Rnd\2403.text","1"
"D:/PPLabs/lab3/Rnd\1382.text","lab3\Rnd\1382.text","1"
"D:/PPLabs/lab3/Rnd\4711.text","lab3\Rnd\4711.text","1"
"D:/PPLabs/lab3/Rnd\3971.text","lab3\Rnd\3971.text","1"
"D:/PPLabs/lab3/Rnd\2065.text","lab3\Rnd\2065.text","1"
"D:/PPLabs/lab3/Rnd\4600.text","lab3\Rnd\4600.text","1"
"D:/PPLabs/lab3/Rnd\7990.text","lab3\Rnd\7990.text","1"
"D:/PPLabs/lab3/Rnd\4785.text","lab3\Rnd\4785.text","1"
"D:/PPLabs/lab3/Rnd\8722.text","lab3\Rnd\8722.text","1"
"D:/PPLabs/lab3/Rnd\5350.text","lab3\Rnd\5350.text","1"
"D:/PPLabs/lab3/Rnd\833.text","lab3\Rnd\833.text","1"
"D:/PPLabs/lab3/Rnd\7831.text","lab3\Rnd\7831.text","1"
"D:/PPLabs/lab3/Rnd\1035.text","lab3\Rnd\1035.text","1"
"D:/PPLabs/lab3/Rnd\739.text","lab3\Rnd\739.text","1"
"D:/PPLabs/lab3/Rnd\7128.text","lab3\Rnd\7128.text","1"
"D:/PPLabs/lab3/Rnd\4884.text","lab3\Rnd\4884.text","1"
"D:/PPLabs/lab3/Rnd\8114.text","lab3\Rnd\8114.text","1"
"D:/PPLabs/lab3/Rnd\9699.text","lab3\Rnd\9699.text","1"
"D:/PPLabs/lab3/Rnd\6203.text","lab3\Rnd\6203.text","1"
"D:/PPLabs/lab3/Rnd\1171.text","lab3\Rnd\1171.text","1"
"D:/PPLabs/lab3/Rnd\3025.text","lab3\Rnd\3025.text","1"
"D:/PPLabs/lab3/Rnd\6676.text","lab3\Rnd\6676.text","1"
"D:/PPLabs/lab3/Rnd\9710.text","lab3\Rnd\9710.text","1"
"D:/PPLabs/lab3/Rnd\7631.text","lab3\Rnd\7631.text","1"
"D:/PPLabs/lab3/Rnd\8364.text","lab3\Rnd\8364.text","1"
"D:/PPLabs/lab3/Rnd\4308.text","lab3\Rnd\4308.text","1"
"D:/PPLabs/lab3/Rnd\3309.text","lab3\Rnd\3309.text","1"
"D:/PPLabs/lab3/Rnd\8655.text","lab3\Rnd\8655.text","1"
"D:/PPLabs/lab3/Rnd\6790.text","lab3\Rnd\6790.text","1"
"D:/PPLabs/lab3/Rnd\5440.text","lab3\Rnd\5440.text","1"
"D:/PPLabs/lab3/Rnd\2438.text","lab3\Rnd\2438.text","1"
"D:/PPLabs/lab3/Rnd\3491.text","lab3\Rnd\3491.text","1"
"D:/PPLabs/lab3/Rnd\7033.text","lab3\Rnd\7033.text","1"
"D:/PPLabs/lab3/Rnd\3140.text","lab3\Rnd\3140.text","1"
"D:/PPLabs/lab3/Rnd\7208.text","lab3\Rnd\7208.text","1"
"D:/PPLabs/lab3/Rnd\4916.text","lab3\Rnd\4916.text","1"
"D:/PPLabs/lab3/Rnd\1226.text","lab3\Rnd\1226.text","1"
"D:/PPLabs/lab3/Rnd\5958.text","lab3\Rnd\5958.text","1"
"D:/PPLabs/lab3/Rnd\6409.text","lab3\Rnd\6409.text","1"
"D:/PPLabs/lab3/Rnd\9573.text","lab3\Rnd\9573.text","1"
"D:/PPLabs/lab3/Rnd\8029.text","lab3\Rnd\8029.text","1"
"D:/PPLabs/lab3/Rnd\462.text","lab3\Rnd\462.text","1"
"D:/PPLabs/lab3/Rnd\7709.text","lab3\Rnd\7709.text","1"
"D:/PPLabs/lab3/Rnd\143.text","lab3\Rnd\143.text","1"
"D:/PPLabs/lab3/Rnd\358.text","lab3\Rnd\358.text","1"
"D:/PPLabs/lab3/Rnd\6807.text","lab3\Rnd\6807.text","1"
"D:/PPLabs/lab3/Rnd\1597.text","lab3\Rnd\1597.text","1"
"D:/PPLabs/lab3/Rnd\5842.text","lab3\Rnd\5842.text","1"
"D:/PPLabs/lab3/Rnd\3209.text","lab3\Rnd\3209.text","1"
"D:/PPLabs/lab3/Rnd\7994.text","lab3\Rnd\7994.text","1"
"D:/PPLabs/lab3/Rnd\9404.text","lab3\Rnd\9404.text","1"
"D:/PPLabs/lab3/Rnd\7226.text","lab3\Rnd\7226.text","1"
"D:/PPLabs/lab3/Rnd\4208.text","lab3\Rnd\4208.text","1"
"D:/PPLabs/lab3/Rnd\4715.text","lab3\Rnd\4715.text","1"
"D:/PPLabs/lab3/Rnd\6572.text","lab3\Rnd\6572.text","1"
"D:/PPLabs/lab3/Rnd\7095.text","lab3\Rnd\7095.text","1"
"D:/PPLabs/lab3/Rnd\5967.text","lab3\Rnd\5967.text","1"
"D:/PPLabs/lab3/Rnd\3001.text","lab3\Rnd\3001.text","1"
"D:/PPLabs/lab3/Rnd\5234.text","lab3\Rnd\5234.text","1"
"D:/PPLabs/lab3/Rnd\9617.text","lab3\Rnd\9617.text","1"
"D:/PPLabs/lab3/Rnd\8530.text","lab3\Rnd\8530.text","1"
"D:/PPLabs/lab3/Rnd\1396.text","lab3\Rnd\1396.text","1"
"D:/PPLabs/lab3/Rnd\8512.text","lab3\Rnd\8512.text","1"
"D:/PPLabs/lab3/Rnd\2028.text","lab3\Rnd\2028.text","1"
"D:/PPLabs/lab3/Rnd\8724.text","lab3\Rnd\8724.text","1"
"D:/PPLabs/lab3/Rnd\6575.text","lab3\Rnd\6575.text","1"
"D:/PPLabs/lab3/Rnd\3212.text","lab3\Rnd\3212.text","1"
"D:/PPLabs/lab3/Rnd\6794.text","lab3\Rnd\6794.text","1"
"D:/PPLabs/lab3/Rnd\3124.text","lab3\Rnd\3124.text","1"
"D:/PPLabs/lab3/Rnd\6974.text","lab3\Rnd\6974.text","1"
"D:/PPLabs/lab3/Rnd\9696.text","lab3\Rnd\9696.text","1"
"D:/PPLabs/lab3/Rnd\3539.text","lab3\Rnd\3539.text","1"
"D:/PPLabs/lab3/Rnd\6708.text","lab3\Rnd\6708.text","1"
"D:/PPLabs/lab3/Rnd\7911.text","lab3\Rnd\7911.text","1"
"D:/PPLabs/lab3/Rnd\8829.text","lab3\Rnd\8829.text","1"
"D:/PPLabs/lab3/Rnd\8375.text","lab3\Rnd\8375.text","1"
"D:/PPLabs/lab3/Rnd\1237.text","lab3\Rnd\1237.text","1"
"D:/PPLabs/lab3/Rnd\2927.text","lab3\Rnd\2927.text","1"
"D:/PPLabs/lab3/Rnd\494.text","lab3\Rnd\494.text","1"
"D:/PPLabs/lab3/Rnd\7942.text","lab3\Rnd\7942.text","1"
"D:/PPLabs/lab3/Rnd\1758.text","lab3\Rnd\1758.text","1"
"D:/PPLabs/lab3/Rnd\9415.text","lab3\Rnd\9415.text","1"
"D:/PPLabs/lab3/Rnd\7821.text","lab3\Rnd\7821.text","1"
"D:/PPLabs/lab3/Rnd\3780.text","lab3\Rnd\3780.text","1"
"D:/PPLabs/lab3/Rnd\9999.text","lab3\Rnd\9999.text","1"
"D:/PPLabs/lab3/Rnd\366.text","lab3\Rnd\366.text","1"
"D:/PPLabs/lab3/Rnd\6656.text","lab3\Rnd\6656.text","1"
"D:/PPLabs/lab3/Rnd\905.text","lab3\Rnd\905.text","1"
"D:/PPLabs/lab3/Rnd\7109.text","lab3\Rnd\7109.text","1"
"D:/PPLabs/lab3/Rnd\6527.text","lab3\Rnd\6527.text","1"
"D:/PPLabs/lab3/Rnd\9104.text","lab3\Rnd\9104.text","1"
"D:/PPLabs/lab3/Rnd\5518.text","lab3\Rnd\5518.text","1"
"D:/PPLabs/lab3/Rnd\4691.text","lab3\Rnd\4691.text","1"
"D:/PPLabs/lab3/Rnd\7800.text","lab3\Rnd\7800.text","1"
"D:/PPLabs/lab3/Rnd\6103.text","lab3\Rnd\6103.text","1"
"D:/PPLabs/lab3/Rnd\4742.text","lab3\Rnd\4742.text","1"
"D:/PPLabs/lab3/Rnd\7430.text","lab3\Rnd\7430.text","1"
"D:/PPLabs/lab3/Rnd\4470.text","lab3\Rnd\4470.text","1"
"D:/PPLabs/lab3/Rnd\5093.text","lab3\Rnd\5093.text","1"
"D:/PPLabs/lab3/Rnd\1389.text","lab3\Rnd\1389.text","1"
"D:/PPLabs/lab3/Rnd\1405.text","lab3\Rnd\1405.text","1"
"D:/PPLabs/lab3/Rnd\1057.text","lab3\Rnd\1057.text","1"
"D:/PPLabs/lab3/Rnd\7233.text","lab3\Rnd\7233.text","1"
"D:/PPLabs/lab3/Rnd\7637.text","lab3\Rnd\7637.text","1"
"D:/PPLabs/lab3/Rnd\2902.text","lab3\Rnd\2902.text","1"
"D:/PPLabs/lab3/Rnd\7526.text","lab3\Rnd\7526.text","1"
"D:/PPLabs/lab3/Rnd\2076.text","lab3\Rnd\2076.text","1"
"D:/PPLabs/lab3/Rnd\4504.text","lab3\Rnd\4504.text","1"
"D:/PPLabs/lab3/Rnd\140.text","lab3\Rnd\140.text","1"
"D:/PPLabs/lab3/Rnd\6124.text","lab3\Rnd\6124.text","1"
"D:/PPLabs/lab3/Rnd\380.text","lab3\Rnd\380.text","1"
"D:/PPLabs/lab3/Rnd\6364.text","lab3\Rnd\6364.text","1"
"D:/PPLabs/lab3/Rnd\8147.text","lab3\Rnd\8147.text","1"
"D:/PPLabs/lab3/Rnd\1478.text","lab3\Rnd\1478.text","1"
"D:/PPLabs/lab3/Rnd\3587.text","lab3\Rnd\3587.text","1"
"D:/PPLabs/lab3/Rnd\7241.text","lab3\Rnd\7241.text","1"
"D:/PPLabs/lab3/Rnd\3834.text","lab3\Rnd\3834.text","1"
"D:/PPLabs/lab3/Rnd\3659.text","lab3\Rnd\3659.text","1"
"D:/PPLabs/lab3/Rnd\5136.text","lab3\Rnd\5136.text","1"
"D:/PPLabs/lab3/Rnd\7837.text","lab3\Rnd\7837.text","1"
"D:/PPLabs/lab3/Rnd\1001.text","lab3\Rnd\1001.text","1"
"D:/PPLabs/lab3/Rnd\8669.text","lab3\Rnd\8669.text","1"
"D:/PPLabs/lab3/Rnd\7731.text","lab3\Rnd\7731.text","1"
"D:/PPLabs/lab3/Rnd\892.text","lab3\Rnd\892.text","1"
"D:/PPLabs/lab3/Rnd\9183.text","lab3\Rnd\9183.text","1"
"D:/PPLabs/lab3/Rnd\1067.text","lab3\Rnd\1067.text","1"
"D:/PPLabs/lab3/Rnd\4382.text","lab3\Rnd\4382.text","1"
"D:/PPLabs/lab3/Rnd\7514.text","lab3\Rnd\7514.text","1"
"D:/PPLabs/lab3/Rnd\3102.text","lab3\Rnd\3102.text","1"
"D:/PPLabs/lab3/Rnd\1972.text","lab3\Rnd\1972.text","1"
"D:/PPLabs/lab3/Rnd\2859.text","lab3\Rnd\2859.text","1"
"D:/PPLabs/lab3/Rnd\7227.text","lab3\Rnd\7227.text","1"
"D:/PPLabs/lab3/Rnd\2748.text","lab3\Rnd\2748.text","1"
"D:/PPLabs/lab3/Rnd\7154.text","lab3\Rnd\7154.text","1"
"D:/PPLabs/lab3/Rnd\8363.text","lab3\Rnd\8363.text","1"
"D:/PPLabs/lab3/Rnd\8001.text","lab3\Rnd\8001.text","1"
"D:/PPLabs/lab3/Rnd\3055.text","lab3\Rnd\3055.text","1"
"D:/PPLabs/lab3/Rnd\6567.text","lab3\Rnd\6567.text","1"
"D:/PPLabs/lab3/Rnd\305.text","lab3\Rnd\305.text","1"
"D:/PPLabs/lab3/Rnd\883.text","lab3\Rnd\883.text","1"
"D:/PPLabs/lab3/Rnd\2169.text","lab3\Rnd\2169.text","1"
"D:/PPLabs/lab3/Rnd\8872.text","lab3\Rnd\8872.text","1"
"D:/PPLabs/lab3/Rnd\4607.text","lab3\Rnd\4607.text","1"
"D:/PPLabs/lab3/Rnd\2911.text","lab3\Rnd\2911.text","1"
"D:/PPLabs/lab3/Rnd\1598.text","lab3\Rnd\1598.text","1"
"D:/PPLabs/lab3/Rnd\350.text","lab3\Rnd\350.text","1"
"D:/PPLabs/lab3/Rnd\8750.text","lab3\Rnd\8750.text","1"
"D:/PPLabs/lab3/Rnd\804.text","lab3\Rnd\804.text","1"
"D:/PPLabs/lab3/Rnd\3407.text","lab3\Rnd\3407.text","1"
"D:/PPLabs/lab3/Rnd\7182.text","lab3\Rnd\7182.text","1"
"D:/PPLabs/lab3/Rnd\4.text","lab3\Rnd\4.text","1"
"D:/PPLabs/lab3/Rnd\6788.text","lab3\Rnd\6788.text","1"
"D:/PPLabs/lab3/Rnd\73.text","lab3\Rnd\73.text","1"
"D:/PPLabs/lab3/Rnd\8309.text","lab3\Rnd\8309.text","1"
"D:/PPLabs/lab3/Rnd\7363.text","lab3\Rnd\7363.text","1"
"D:/PPLabs/lab3/Rnd\7765.text","lab3\Rnd\7765.text","1"
"D:/PPLabs/lab3/Rnd\5773.text","lab3\Rnd\5773.text","1"
"D:/PPLabs/lab3/Rnd\3392.text","lab3\Rnd\3392.text","1"
"D:/PPLabs/lab3/Rnd\5818.text","lab3\Rnd\5818.text","1"
"D:/PPLabs/lab3/Rnd\3037.text","lab3\Rnd\3037.text","2"
"D:/PPLabs/lab3/Rnd\7200.text","lab3\Rnd\7200.text","2"
"D:/PPLabs/lab3/Rnd\9412.text","lab3\Rnd\9412.text","2"
"D:/PPLabs/lab3/Rnd\7852.text","lab3\Rnd\7852.text","2"
"D:/PPLabs/lab3/Rnd\4091.text","lab3\Rnd\4091.text","2"
"D:/PPLabs/lab3/Rnd\8518.text","lab3\Rnd\8518.text","2"
"D:/PPLabs/lab3/Rnd\8827.text","lab3\Rnd\8827.text","2"
"D:/PPLabs/lab3/Rnd\1884.text","lab3\Rnd\1884.text","2"
"D:/PPLabs/lab3/Rnd\3379.text","lab3\Rnd\3379.text","2"
"D:/PPLabs/lab3/Rnd\8448.text","lab3\Rnd\8448.text","2"
"D:/PPLabs/lab3/Rnd\4518.text","lab3\Rnd\4518.text","2"
"D:/PPLabs/lab3/Rnd\6507.text","lab3\Rnd\6507.text","2"
"D:/PPLabs/lab3/Rnd\7572.text","lab3\Rnd\7572.text","2"
"D:/PPLabs/lab3/Rnd\5674.text","lab3\Rnd\5674.text","2"
"D:/PPLabs/lab3/Rnd\1798.text","lab3\Rnd\1798.text","2"
"D:/PPLabs/lab3/Rnd\1748.text","lab3\Rnd\1748.text","2"
"D:/PPLabs/lab3/Rnd\102.text","lab3\Rnd\102.text","2"
"D:/PPLabs/lab3/Rnd\8643.text","lab3\Rnd\8643.text","2"
"D:/PPLabs/lab3/Rnd\8428.text","lab3\Rnd\8428.text","2"
"D:/PPLabs/lab3/Rnd\5826.text","lab3\Rnd\5826.text","2"
"D:/PPLabs/lab3/Rnd\9647.text","lab3\Rnd\9647.text","2"
"D:/PPLabs/lab3/Rnd\1887.text","lab3\Rnd\1887.text","2"
"D:/PPLabs/lab3/Rnd\5907.text","lab3\Rnd\5907.text","2"
"D:/PPLabs/lab3/Rnd\9128.text","lab3\Rnd\9128.text","2"
"D:/PPLabs/lab3/Rnd\2433.text","lab3\Rnd\2433.text","2"
"D:/PPLabs/lab3/Rnd\8403.text","lab3\Rnd\8403.text","2"
"D:/PPLabs/lab3/Rnd\5607.text","lab3\Rnd\5607.text","2"
"D:/PPLabs/lab3/Rnd\9905.text","lab3\Rnd\9905.text","2"
"D:/PPLabs/lab3/Rnd\8648.text","lab3\Rnd\8648.text","2"
"D:/PPLabs/lab3/Rnd\3137.text","lab3\Rnd\3137.text","2"
"D:/PPLabs/lab3/Rnd\9564.text","lab3\Rnd\9564.text","2"
"D:/PPLabs/lab3/Rnd\6622.text","lab3\Rnd\6622.text","2"
"D:/PPLabs/lab3/Rnd\6116.text","lab3\Rnd\6116.text","2"
"D:/PPLabs/lab3/Rnd\1203.text","lab3\Rnd\1203.text","2"
"D:/PPLabs/lab3/Rnd\1222.text","lab3\Rnd\1222.text","2"
"D:/PPLabs/lab3/Rnd\683.text","lab3\Rnd\683.text","2"
"D:/PPLabs/lab3/Rnd\8098.text","lab3\Rnd\8098.text","2"
"D:/PPLabs/lab3/Rnd\2547.text","lab3\Rnd\2547.text","2"
"D:/PPLabs/lab3/Rnd\3861.text","lab3\Rnd\3861.text","2"
"D:/PPLabs/lab3/Rnd\1976.text","lab3\Rnd\1976.text","2"
"D:/PPLabs/lab3/Rnd\3483.text","lab3\Rnd\3483.text","2"
"D:/PPLabs/lab3/Rnd\789.text","lab3\Rnd\789.text","2"
"D:/PPLabs/lab3/Rnd\8679.text","lab3\Rnd\8679.text","2"
"D:/PPLabs/lab3/Rnd\599.text","lab3\Rnd\599.text","2"
"D:/PPLabs/lab3/Rnd\8409.text","lab3\Rnd\8409.text","2"
"D:/PPLabs/lab3/Rnd\1157.text","lab3\Rnd\1157.text","2"
"D:/PPLabs/lab3/Rnd\5023.text","lab3\Rnd\5023.text","2"
"D:/PPLabs/lab3/Rnd\520.text","lab3\Rnd\520.text","2"
"D:/PPLabs/lab3/Rnd\1301.text","lab3\Rnd\1301.text","2"
"D:/PPLabs/lab3/Rnd\3121.text","lab3\Rnd\3121.text","2"
"D:/PPLabs/lab3/Rnd\1415.text","lab3\Rnd\1415.text","2"
"D:/PPLabs/lab3/Rnd\8582.text","lab3\Rnd\8582.text","2"
"D:/PPLabs/lab3/Rnd\8744.text","lab3\Rnd\8744.text","2"
"D:/PPLabs/lab3/Rnd\760.text","lab3\Rnd\760.text","2"
"D:/PPLabs/lab3/Rnd\3572.text","lab3\Rnd\3572.text","2"
"D:/PPLabs/lab3/Rnd\9332.text","lab3\Rnd\9332.text","2"
"D:/PPLabs/lab3/Rnd\6219.text","lab3\Rnd\6219.text","2"
"D:/PPLabs/lab3/Rnd\1494.text","lab3\Rnd\1494.text","2"
"D:/PPLabs/lab3/Rnd\3617.text","lab3\Rnd\3617.text","2"
"D:/PPLabs/lab3/Rnd\7214.text","lab3\Rnd\7214.text","2"
"D:/PPLabs/lab3/Rnd\2711.text","lab3\Rnd\2711.text","2"
"D:/PPLabs/lab3/Rnd\8419.text","lab3\Rnd\8419.text","2"
"D:/PPLabs/lab3/Rnd\9456.text","lab3\Rnd\9456.text","2"
"D:/PPLabs/lab3/Rnd\2160.text","lab3\Rnd\2160.text","2"
"D:/PPLabs/lab3/Rnd\3332.text","lab3\Rnd\3332.text","2"
